"GSM","Score","GSE","Platform","GenesFound","GenesExpected","SampleTitle","Characteristics","LibSize","TreatmentRaw","CellLine","IsControl","Agent","AgentConfidence"
"GSM5713001",0.59451186749702,"GSE190087","NCBI-counts",6,6,"MEC1 SF3B1 K700E rep 2 H3B-8800","cell line: MEC 1 ACC497 (DMSZ) | genotype: SF3B1 MUT c.2098A>G and c.2106G>A | treatment: H3B-8800 75nM 6h",105675306,"H3B-8800 75nM 6h","MEC 1 ACC497 (DMSZ)",FALSE,"H3B-8800","high"
"GSM5713002",0.517491674832529,"GSE190087","NCBI-counts",6,6,"MEC1 SF3B1 K700E rep 3 H3B-8800","cell line: MEC 1 ACC497 (DMSZ) | genotype: SF3B1 MUT c.2098A>G and c.2106G>A | treatment: H3B-8800 75nM 6h",109202692,"H3B-8800 75nM 6h","MEC 1 ACC497 (DMSZ)",FALSE,"H3B-8800","high"
"GSM6423642",1.16161031724306,"GSE210212","NCBI-counts",6,6,"Ctrl rep1","cell line: CCRF-CEM | cell type: T cell leukemia | genotype: CCRF-CEM/HA-AMPKa2 | treatment: No treatment",112128782,"No treatment","CCRF-CEM",FALSE,"No","high"
"GSM6423643",1.15007224096078,"GSE210212","NCBI-counts",6,6,"Ctrl rep2","cell line: CCRF-CEM | cell type: T cell leukemia | genotype: CCRF-CEM/HA-AMPKa2 | treatment: No treatment",28428122,"No treatment","CCRF-CEM",FALSE,"No","high"
"GSM6423645",0.916886943544129,"GSE210212","NCBI-counts",6,6,"No glucose rep2","cell line: CCRF-CEM | cell type: T cell leukemia | genotype: CCRF-CEM/HA-AMPKa2 | treatment: Glucose deprivation for 24h",24717215,"Glucose deprivation for 24h","CCRF-CEM",FALSE,"Glucose deprivation","high"
"GSM6634716",1.73580526012335,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, vehicle, Rep 1","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 0.1percent DMSO",16767801,"0.1percent DMSO","NALM-6",TRUE,"control","control"
"GSM6634717",1.726148822668,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, vehicle, Rep 2","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 0.1percent DMSO",21385032,"0.1percent DMSO","NALM-6",TRUE,"control","control"
"GSM6634718",1.78445331309946,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, vehicle, Rep 3","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 0.1percent DMSO",20019870,"0.1percent DMSO","NALM-6",TRUE,"control","control"
"GSM6634719",2.23620140845021,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, low dex (5 nM), idelalisib (250 nM), Rep 1","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 5 nM Dexamethasone, 250 nM Idelalisib",22638362,"5 nM Dexamethasone, 250 nM Idelalisib","NALM-6",FALSE,"Dexamethasone, Idelalisib","low"
"GSM6634720",2.21035339809241,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, low dex (5 nM), idelalisib (250 nM), Rep 2","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 5 nM Dexamethasone, 250 nM Idelalisib",18532715,"5 nM Dexamethasone, 250 nM Idelalisib","NALM-6",FALSE,"Dexamethasone, Idelalisib","low"
"GSM6634721",2.20251765201535,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, low dex (5 nM), idelalisib (250 nM), Rep 3","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 5 nM Dexamethasone, 250 nM Idelalisib",26145176,"5 nM Dexamethasone, 250 nM Idelalisib","NALM-6",FALSE,"Dexamethasone, Idelalisib","low"
"GSM6634722",2.42699967615135,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, high dex (50 nM), idelalisib (250 nM), Rep 1","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 50 nM Dexamethasone, 250 nM Idelalisib",18648039,"50 nM Dexamethasone, 250 nM Idelalisib","NALM-6",FALSE,"Dexamethasone, Idelalisib","low"
"GSM6634723",2.42481540423863,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, high dex (50 nM), idelalisib (250 nM), Rep 2","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 50 nM Dexamethasone, 250 nM Idelalisib",16371275,"50 nM Dexamethasone, 250 nM Idelalisib","NALM-6",FALSE,"Dexamethasone, Idelalisib","low"
"GSM6634724",2.42561098902479,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, high dex (50 nM), idelalisib (250 nM), Rep 3","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 50 nM Dexamethasone, 250 nM Idelalisib",25941944,"50 nM Dexamethasone, 250 nM Idelalisib","NALM-6",FALSE,"Dexamethasone, Idelalisib","low"
"GSM6634725",1.89709551476917,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, idelalisib (250 nM), Rep 1","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 250 nM Idelalisib",20536309,"250 nM Idelalisib","NALM-6",FALSE,"Idelalisib","high"
"GSM6634726",1.8819495324382,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, idelalisib (250 nM), Rep 2","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 250 nM Idelalisib",25484042,"250 nM Idelalisib","NALM-6",FALSE,"Idelalisib","high"
"GSM6634727",1.93478021068481,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, ldelalisib (250 nM), Rep 3","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 250 nM Idelalisib",21309352,"250 nM Idelalisib","NALM-6",FALSE,"Idelalisib","high"
"GSM6634728",1.99619854276326,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, low dex (5 nM),  Rep 1","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 5 nM Dexamethasone",19830769,"5 nM Dexamethasone","NALM-6",FALSE,"Dexamethasone","high"
"GSM6634729",1.99032859397508,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, low dex (5 nM), Rep 2","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 5 nM Dexamethasone",22830690,"5 nM Dexamethasone","NALM-6",FALSE,"Dexamethasone","high"
"GSM6634730",2.05876827436559,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, low dex (5 nM), Rep 3","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 5 nM Dexamethasone",23267320,"5 nM Dexamethasone","NALM-6",FALSE,"Dexamethasone","high"
"GSM6634731",2.26902179117362,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, low dex (50 nM),  Rep 1","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 50 nM Dexamethasone",17186120,"50 nM Dexamethasone","NALM-6",FALSE,"Dexamethasone","high"
"GSM6634732",2.26785403784962,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, low dex (50 nM), Rep 2","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 50 nM Dexamethasone",18582337,"50 nM Dexamethasone","NALM-6",FALSE,"Dexamethasone","high"
"GSM6634733",2.31306502508987,"GSE215385","NCBI-counts",6,6,"NALM-6 cells, low dex (50 nM), Rep 3","cell line: NALM-6 | cell type: B cell acute lymphoblastic leukemia | genotype: t(5;12) ETV6/PDGFRB | treatment: 50 nM Dexamethasone",23819709,"50 nM Dexamethasone","NALM-6",FALSE,"Dexamethasone","high"
"GSM6721363",1.58093204350796,"GSE217540","NCBI-counts",6,6,"697 DMSO, rep1","cell line: 697 | cell type: B-ALL cells | treatment: DMSO",18761759,"DMSO","697",TRUE,"control","control"
"GSM6721364",1.5965723464704,"GSE217540","NCBI-counts",6,6,"697 DMSO, rep2","cell line: 697 | cell type: B-ALL cells | treatment: DMSO",19388903,"DMSO","697",TRUE,"control","control"
"GSM6721365",1.4779509348365,"GSE217540","NCBI-counts",6,6,"697 MZ1, rep1","cell line: 697 | cell type: B-ALL cells | treatment: MZ1",17033663,"MZ1","697",FALSE,"MZ1","high"
"GSM6721366",1.51886536206331,"GSE217540","NCBI-counts",6,6,"697 MZ1, rep2","cell line: 697 | cell type: B-ALL cells | treatment: MZ1",16692647,"MZ1","697",FALSE,"MZ1","high"
"GSM6721893",1.8099392454518,"GSE217572","NCBI-counts",6,6,"1_MOLM13_AZA","tissue: cell line | cell line: MOLM-13 | cell type: acute myeloid leukemia | treatment: AZA",38055154,"AZA","MOLM-13",FALSE,"AZA","high"
"GSM6721894",1.89048416887574,"GSE217572","NCBI-counts",6,6,"1_MOLM13_CT","tissue: cell line | cell line: MOLM-13 | cell type: acute myeloid leukemia | treatment: Untreated",46519227,"Untreated","MOLM-13",TRUE,"control","control"
"GSM6721895",1.04648482814278,"GSE217572","NCBI-counts",6,6,"1_OCIAML3_AZA","tissue: cell line | cell line: OCI-AML-3 | cell type: acute myeloid leukemia | treatment: AZA",48404005,"AZA","OCI-AML-3",FALSE,"AZA","high"
"GSM6721896",1.0907187661041,"GSE217572","NCBI-counts",6,6,"1_OCIAML3_CT","tissue: cell line | cell line: OCI-AML-3 | cell type: acute myeloid leukemia | treatment: Untreated",37359612,"Untreated","OCI-AML-3",TRUE,"control","control"
"GSM6721897",1.34074779569777,"GSE217572","NCBI-counts",6,6,"1_SKM1_AZA","tissue: cell line | cell line: SKM-1 | cell type: acute myeloid leukemia | treatment: AZA",47061805,"AZA","SKM-1",FALSE,"AZA","high"
"GSM6721898",1.19138060579462,"GSE217572","NCBI-counts",6,6,"1_SKM1_CT","tissue: cell line | cell line: SKM-1 | cell type: acute myeloid leukemia | treatment: Untreated",48891447,"Untreated","SKM-1",TRUE,"control","control"
"GSM6721899",1.7001152970701,"GSE217572","NCBI-counts",6,6,"1_THP1_AZA","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: AZA",46886645,"AZA","THP-1",FALSE,"AZA","high"
"GSM6721900",1.6401870196176,"GSE217572","NCBI-counts",6,6,"1_THP1_CT","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: Untreated",47147342,"Untreated","THP-1",TRUE,"control","control"
"GSM6721901",1.81986613831974,"GSE217572","NCBI-counts",6,6,"2_MOLM13_AZA","tissue: cell line | cell line: MOLM-13 | cell type: acute myeloid leukemia | treatment: AZA",47589515,"AZA","MOLM-13",FALSE,"AZA","high"
"GSM6721902",1.93700237356926,"GSE217572","NCBI-counts",6,6,"2_MOLM13_CT","tissue: cell line | cell line: MOLM-13 | cell type: acute myeloid leukemia | treatment: Untreated",48118006,"Untreated","MOLM-13",TRUE,"control","control"
"GSM6721903",1.00119715772503,"GSE217572","NCBI-counts",6,6,"2_OCIAML3_AZA","tissue: cell line | cell line: OCI-AML-3 | cell type: acute myeloid leukemia | treatment: AZA",47449507,"AZA","OCI-AML-3",FALSE,"AZA","high"
"GSM6721904",1.08121075110437,"GSE217572","NCBI-counts",6,6,"2_OCIAML3_CT","tissue: cell line | cell line: OCI-AML-3 | cell type: acute myeloid leukemia | treatment: Untreated",47513633,"Untreated","OCI-AML-3",TRUE,"control","control"
"GSM6721905",1.28320030227247,"GSE217572","NCBI-counts",6,6,"2_SKM1_AZA","tissue: cell line | cell line: SKM-1 | cell type: acute myeloid leukemia | treatment: AZA",48733613,"AZA","SKM-1",FALSE,"AZA","high"
"GSM6721906",1.17859032857758,"GSE217572","NCBI-counts",6,6,"2_SKM1_CT","tissue: cell line | cell line: SKM-1 | cell type: acute myeloid leukemia | treatment: Untreated",49352203,"Untreated","SKM-1",TRUE,"control","control"
"GSM6721907",1.66448125003593,"GSE217572","NCBI-counts",6,6,"2_THP1_AZA","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: AZA",49259862,"AZA","THP-1",FALSE,"AZA","high"
"GSM6721908",1.57047908277625,"GSE217572","NCBI-counts",6,6,"2_THP1_CT","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: Untreated",47119270,"Untreated","THP-1",TRUE,"control","control"
"GSM6721909",1.75665024412631,"GSE217572","NCBI-counts",6,6,"3_MOLM13_AZA","tissue: cell line | cell line: MOLM-13 | cell type: acute myeloid leukemia | treatment: AZA",47867228,"AZA","MOLM-13",FALSE,"AZA","high"
"GSM6721910",1.85220820786505,"GSE217572","NCBI-counts",6,6,"3_MOLM13_CT","tissue: cell line | cell line: MOLM-13 | cell type: acute myeloid leukemia | treatment: Untreated",36698371,"Untreated","MOLM-13",TRUE,"control","control"
"GSM6721911",1.00824582519144,"GSE217572","NCBI-counts",6,6,"3_OCIAML3_AZA","tissue: cell line | cell line: OCI-AML-3 | cell type: acute myeloid leukemia | treatment: AZA",48650978,"AZA","OCI-AML-3",FALSE,"AZA","high"
"GSM6721912",1.1104805152923,"GSE217572","NCBI-counts",6,6,"3_OCIAML3_CT","tissue: cell line | cell line: OCI-AML-3 | cell type: acute myeloid leukemia | treatment: Untreated",38210676,"Untreated","OCI-AML-3",TRUE,"control","control"
"GSM6721913",1.30342697647781,"GSE217572","NCBI-counts",6,6,"3_SKM1_AZA","tissue: cell line | cell line: SKM-1 | cell type: acute myeloid leukemia | treatment: AZA",49523328,"AZA","SKM-1",FALSE,"AZA","high"
"GSM6721914",1.12254797299314,"GSE217572","NCBI-counts",6,6,"3_SKM1_CT","tissue: cell line | cell line: SKM-1 | cell type: acute myeloid leukemia | treatment: Untreated",41650860,"Untreated","SKM-1",TRUE,"control","control"
"GSM6721915",1.67933487242445,"GSE217572","NCBI-counts",6,6,"3_THP1_AZA","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: AZA",49328683,"AZA","THP-1",FALSE,"AZA","high"
"GSM6721916",1.64063559903582,"GSE217572","NCBI-counts",6,6,"3_THP1_CT","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: Untreated",49489930,"Untreated","THP-1",TRUE,"control","control"
"GSM6721917",1.85145116136165,"GSE217572","NCBI-counts",6,6,"A_S-1","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: AZA+Spautin-1",30898974,"AZA+Spautin-1","THP-1",FALSE,"AZA+Spautin-1","high"
"GSM6721918",1.81368072142734,"GSE217572","NCBI-counts",6,6,"A_S-2","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: AZA+Spautin-1",48831490,"AZA+Spautin-1","THP-1",FALSE,"AZA+Spautin-1","high"
"GSM6721919",1.7993793879456,"GSE217572","NCBI-counts",6,6,"A_S-3","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: AZA+Spautin-1",19450492,"AZA+Spautin-1","THP-1",FALSE,"AZA+Spautin-1","high"
"GSM6721920",1.86372511909768,"GSE217572","NCBI-counts",6,6,"AZA-1","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: AZA +0.1% DMSO",34006932,"AZA +0.1% DMSO","THP-1",TRUE,"control","control"
"GSM6721921",1.89496613374526,"GSE217572","NCBI-counts",6,6,"AZA-2","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: AZA +0.1% DMSO",30924788,"AZA +0.1% DMSO","THP-1",TRUE,"control","control"
"GSM6721922",1.87902198314014,"GSE217572","NCBI-counts",6,6,"AZA-3","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: AZA +0.1% DMSO",21080087,"AZA +0.1% DMSO","THP-1",TRUE,"control","control"
"GSM6721923",1.83696213678313,"GSE217572","NCBI-counts",6,6,"CT-1","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: 0.1% DMSO",19579448,"0.1% DMSO","THP-1",TRUE,"control","control"
"GSM6721924",1.86593125547869,"GSE217572","NCBI-counts",6,6,"CT-2","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: 0.1% DMSO",22383041,"0.1% DMSO","THP-1",TRUE,"control","control"
"GSM6721925",1.82995661303553,"GSE217572","NCBI-counts",6,6,"CT-3","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: 0.1% DMSO",31483563,"0.1% DMSO","THP-1",TRUE,"control","control"
"GSM6721926",1.87442211679663,"GSE217572","NCBI-counts",6,6,"SPA-1","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: Spautin-1",22284199,"Spautin-1","THP-1",FALSE,"Spautin-1","high"
"GSM6721927",2.0004764282596,"GSE217572","NCBI-counts",6,6,"SPA-2","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: Spautin-1",18464839,"Spautin-1","THP-1",FALSE,"Spautin-1","high"
"GSM6721928",1.99140707771521,"GSE217572","NCBI-counts",6,6,"SPA-3","tissue: cell line | cell line: THP-1 | cell type: acute myeloid leukemia | treatment: Spautin-1",23750582,"Spautin-1","THP-1",FALSE,"Spautin-1","high"
"GSM6778341",1.45049343782158,"GSE219230","NCBI-counts",6,6,"HL60_CM124_12H_R1","tissue: Acute Myeloid Leukemia | cell line: HL-60 | cell type: myeloblast | treatment: Panobinostat",1528013,"Panobinostat","HL-60",FALSE,"Panobinostat","high"
"GSM6778342",1.24037352129101,"GSE219230","NCBI-counts",6,6,"HL60_CM124_12H_R2","tissue: Acute Myeloid Leukemia | cell line: HL-60 | cell type: myeloblast | treatment: Panobinostat",16065016,"Panobinostat","HL-60",FALSE,"Panobinostat","high"
"GSM6778343",1.21451093115674,"GSE219230","NCBI-counts",6,6,"HL60_CM124_12H_R3","tissue: Acute Myeloid Leukemia | cell line: HL-60 | cell type: myeloblast | treatment: Panobinostat",11487279,"Panobinostat","HL-60",FALSE,"Panobinostat","high"
"GSM6778344",1.61691394867457,"GSE219230","NCBI-counts",6,6,"HL60_CM1758_12H_R1","tissue: Acute Myeloid Leukemia | cell line: HL-60 | cell type: myeloblast | treatment: CM-1758",12738949,"CM-1758","HL-60",FALSE,"CM-1758","high"
"GSM6778345",1.70172968611264,"GSE219230","NCBI-counts",6,6,"HL60_CM1758_12H_R2","tissue: Acute Myeloid Leukemia | cell line: HL-60 | cell type: myeloblast | treatment: CM-1758",9007904,"CM-1758","HL-60",FALSE,"CM-1758","high"
"GSM6778346",1.65407428647124,"GSE219230","NCBI-counts",6,6,"HL60_CM1758_12H_R3","tissue: Acute Myeloid Leukemia | cell line: HL-60 | cell type: myeloblast | treatment: CM-1758",10939711,"CM-1758","HL-60",FALSE,"CM-1758","high"
"GSM6778347",1.44098191900557,"GSE219230","NCBI-counts",6,6,"HL60_CM24_12H_R1","tissue: Acute Myeloid Leukemia | cell line: HL-60 | cell type: myeloblast | treatment: Vorinostat",14786430,"Vorinostat","HL-60",FALSE,"Vorinostat","high"
"GSM6778348",1.31762972277732,"GSE219230","NCBI-counts",6,6,"HL60_CM24_12H_R2","tissue: Acute Myeloid Leukemia | cell line: HL-60 | cell type: myeloblast | treatment: Vorinostat",10577459,"Vorinostat","HL-60",FALSE,"Vorinostat","high"
"GSM6778349",1.35107182336207,"GSE219230","NCBI-counts",6,6,"HL60_CM24_12H_R3","tissue: Acute Myeloid Leukemia | cell line: HL-60 | cell type: myeloblast | treatment: Vorinostat",14119397,"Vorinostat","HL-60",FALSE,"Vorinostat","high"
"GSM6778350",1.50953821009969,"GSE219230","NCBI-counts",6,6,"HL60_CM444_12H_R1","tissue: Acute Myeloid Leukemia | cell line: HL-60 | cell type: myeloblast | treatment: CM-444",8313885,"CM-444","HL-60",FALSE,"CM-444","high"
"GSM6778352",1.28416787587099,"GSE219230","NCBI-counts",6,6,"HL60_CM444_12H_R3","tissue: Acute Myeloid Leukemia | cell line: HL-60 | cell type: myeloblast | treatment: CM-444",9536752,"CM-444","HL-60",FALSE,"CM-444","high"
"GSM6778353",1.17090328240907,"GSE219230","NCBI-counts",6,6,"HL60_CONTROL_R1","tissue: Acute Myeloid Leukemia | cell line: HL-60 | cell type: myeloblast | treatment: Untreated",10831696,"Untreated","HL-60",TRUE,"control","control"
"GSM6778354",1.09017602187909,"GSE219230","NCBI-counts",6,6,"HL60_CONTROL_R2","tissue: Acute Myeloid Leukemia | cell line: HL-60 | cell type: myeloblast | treatment: Untreated",12734622,"Untreated","HL-60",TRUE,"control","control"
"GSM6778355",1.11699591579469,"GSE219230","NCBI-counts",6,6,"HL60_CONTROL_R3","tissue: Acute Myeloid Leukemia | cell line: HL-60 | cell type: myeloblast | treatment: Untreated",11313690,"Untreated","HL-60",TRUE,"control","control"
"GSM6778356",1.16119709530477,"GSE219230","NCBI-counts",6,6,"ML2_CM24_12H_R2","tissue: Acute Myeloid Leukemia | cell line: ML-2 | cell type: myeloblast | treatment: Vorinostat",14177642,"Vorinostat","ML-2",FALSE,"Vorinostat","high"
"GSM6778357",1.45233637082352,"GSE219230","NCBI-counts",6,6,"ML2_CM24_12H_R1","tissue: Acute Myeloid Leukemia | cell line: ML-2 | cell type: myeloblast | treatment: Vorinostat",6206809,"Vorinostat","ML-2",FALSE,"Vorinostat","high"
"GSM6778358",1.20278939744562,"GSE219230","NCBI-counts",6,6,"ML2_CM24_12H_R3","tissue: Acute Myeloid Leukemia | cell line: ML-2 | cell type: myeloblast | treatment: Vorinostat",7727180,"Vorinostat","ML-2",FALSE,"Vorinostat","high"
"GSM6778359",0.877421581190818,"GSE219230","NCBI-counts",6,6,"ML2_CM124_12H_R1","tissue: Acute Myeloid Leukemia | cell line: ML-2 | cell type: myeloblast | treatment: Panobinostat",8722703,"Panobinostat","ML-2",FALSE,"Panobinostat","high"
"GSM6778360",1.32798304148587,"GSE219230","NCBI-counts",6,6,"ML2_CM124_12H_R2","tissue: Acute Myeloid Leukemia | cell line: ML-2 | cell type: myeloblast | treatment: Panobinostat",13578907,"Panobinostat","ML-2",FALSE,"Panobinostat","high"
"GSM6778362",1.59028594568832,"GSE219230","NCBI-counts",6,6,"ML2_CM1758_12H_R1","tissue: Acute Myeloid Leukemia | cell line: ML-2 | cell type: myeloblast | treatment: CM-1758",9110774,"CM-1758","ML-2",FALSE,"CM-1758","high"
"GSM6778363",1.65669665782097,"GSE219230","NCBI-counts",6,6,"ML2_CM1758_12H_R2","tissue: Acute Myeloid Leukemia | cell line: ML-2 | cell type: myeloblast | treatment: CM-1758",9064551,"CM-1758","ML-2",FALSE,"CM-1758","high"
"GSM6778364",1.63337230759454,"GSE219230","NCBI-counts",6,6,"ML2_CM1758_12H_R3","tissue: Acute Myeloid Leukemia | cell line: ML-2 | cell type: myeloblast | treatment: CM-1758",11547436,"CM-1758","ML-2",FALSE,"CM-1758","high"
"GSM6778365",0.643561464635317,"GSE219230","NCBI-counts",6,6,"ML2_CM444_12H_R1","tissue: Acute Myeloid Leukemia | cell line: ML-2 | cell type: myeloblast | treatment: CM-444",11514552,"CM-444","ML-2",FALSE,"CM-444","high"
"GSM6778366",1.36611872231202,"GSE219230","NCBI-counts",6,6,"ML2_CM444_12H_R2","tissue: Acute Myeloid Leukemia | cell line: ML-2 | cell type: myeloblast | treatment: CM-444",13184620,"CM-444","ML-2",FALSE,"CM-444","high"
"GSM6778368",1.26598893981403,"GSE219230","NCBI-counts",6,6,"ML2_CONTROL_R1","tissue: Acute Myeloid Leukemia | cell line: ML-2 | cell type: myeloblast | treatment: Untreated",6091208,"Untreated","ML-2",TRUE,"control","control"
"GSM6778370",0.814100118993143,"GSE219230","NCBI-counts",6,6,"ML2_CONTROL_R3","tissue: Acute Myeloid Leukemia | cell line: ML-2 | cell type: myeloblast | treatment: Untreated",10591509,"Untreated","ML-2",TRUE,"control","control"
"GSM6793059",3.19261516267166,"GSE220170","NCBI-counts",6,6,"N36_AML1_ENTI_2_16h_C","tissue: Bone marrow | cell line: AML1 | cell type: Bone marrow derived cell line | genotype: EVI1High | treatment: ENTI-2 | time point: 16h | replicate: C | concentration: 2microM",22328620,"ENTI-2","AML1",FALSE,"ENTI-2","high"
"GSM6793062",2.8154784461252,"GSE220170","NCBI-counts",6,6,"N33_AML1_AR42_05_16h_C","tissue: Bone marrow | cell line: AML1 | cell type: Bone marrow derived cell line | genotype: EVI1High | treatment: AR42-05 | time point: 16h | replicate: C | concentration: 0.5microM",23105233,"AR42-05","AML1",FALSE,"AR42-05","high"
"GSM6793063",2.79482223416578,"GSE220170","NCBI-counts",6,6,"N32_AML1_AR42_05_16h_B","tissue: Bone marrow | cell line: AML1 | cell type: Bone marrow derived cell line | genotype: EVI1High | treatment: AR42-05 | time point: 16h | replicate: B | concentration: 0.5microM",23266984,"AR42-05","AML1",FALSE,"AR42-05","high"
"GSM6793064",2.83138593198162,"GSE220170","NCBI-counts",6,6,"N31_AML1_AR42_05_16h_A","tissue: Bone marrow | cell line: AML1 | cell type: Bone marrow derived cell line | genotype: EVI1High | treatment: AR42-05 | time point: 16h | replicate: A | concentration: 0.5microM",24507008,"AR42-05","AML1",FALSE,"AR42-05","high"
"GSM6793065",3.04850410660334,"GSE220170","NCBI-counts",6,6,"N30_AML1_DMSO_16h_C","tissue: Bone marrow | cell line: AML1 | cell type: Bone marrow derived cell line | genotype: EVI1High | treatment: DMSO | time point: 16h | replicate: C | concentration: 1 microM",28561664,"DMSO","AML1",TRUE,"control","control"
"GSM6793066",3.2761970247539,"GSE220170","NCBI-counts",6,6,"N29_AML1_DMSO_16h_B","tissue: Bone marrow | cell line: AML1 | cell type: Bone marrow derived cell line | genotype: EVI1High | treatment: DMSO | time point: 16h | replicate: B | concentration: 1 microM",27477551,"DMSO","AML1",TRUE,"control","control"
"GSM6793067",3.25516996892258,"GSE220170","NCBI-counts",6,6,"N28_AML1_DMSO_16h_A","tissue: Bone marrow | cell line: AML1 | cell type: Bone marrow derived cell line | genotype: EVI1High | treatment: DMSO | time point: 16h | replicate: A | concentration: 1 microM",29848907,"DMSO","AML1",TRUE,"control","control"
"GSM6793068",3.43845084376481,"GSE220170","NCBI-counts",6,6,"N27_AML1_ENTI_2_4h_C","tissue: Bone marrow | cell line: AML1 | cell type: Bone marrow derived cell line | genotype: EVI1High | treatment: ENTI-2 | time point: 4h | replicate: C | concentration: 2microM",20520901,"ENTI-2","AML1",FALSE,"ENTI-2","high"
"GSM6793069",3.43596005440202,"GSE220170","NCBI-counts",6,6,"N26_AML1_ENTI_2_4h_B","tissue: Bone marrow | cell line: AML1 | cell type: Bone marrow derived cell line | genotype: EVI1High | treatment: ENTI-2 | time point: 4h | replicate: B | concentration: 2microM",23523790,"ENTI-2","AML1",FALSE,"ENTI-2","high"
"GSM6793070",3.46327549698232,"GSE220170","NCBI-counts",6,6,"N25_AML1_ENTI_2_4h_A","tissue: Bone marrow | cell line: AML1 | cell type: Bone marrow derived cell line | genotype: EVI1High | treatment: ENTI-2 | time point: 4h | replicate: A | concentration: 2microM",22702230,"ENTI-2","AML1",FALSE,"ENTI-2","high"
